x0                                 0.93661
x1                                 4.8221e-07
x2                                 0.00075644
x3                                 5.6284e-09
x4                                 0.023688
x5                                 1.2285e-08
x6                                 0.0058762
x7                                 0.0012396
x8                                 0.0022361
x9                                 3.8376e-10
x10                                0.028957
x0^2                               0.0001482
x0*x1                              1.7413e-08
x0*x2                              1.9987e-06
x0*x3                              4.1518e-08
x0*x4                              0.00015189
x0*x5                              8.5197e-08
x0*x6                              4.7349e-05
x0*x7                              1.7346e-05
x0*x8                              1.8382e-05
x0*x9                              7.6105e-09
x0*x10                             0.00021373
x1^2                               1.4894e-10
x1*x2                              2.7764e-08
x1*x3                              1.2672e-08
x1*x4                              9.2199e-09
x1*x5                              4.5863e-10
x1*x6                              7.0421e-09
x1*x7                              4.6203e-09
x1*x8                              1.5863e-10
x1*x9                              1.7527e-09
x1*x10                             3.1981e-08
x2^2                               4.6445e-06
x2*x3                              1.9881e-08
x2*x4                              3.9815e-07
x2*x5                              5.5499e-10
x2*x6                              2.5128e-06
x2*x7                              7.0107e-07
x2*x8                              1.0514e-06
x2*x9                              1.2675e-09
x2*x10                             5.4998e-07
x3^2                               1.2103e-08
x3*x4                              5.251e-09
x3*x5                              6.3004e-11
x3*x6                              9.9458e-09
x3*x7                              2.8148e-09
x3*x8                              3.9148e-08
x3*x9                              1.0614e-08
x3*x10                             8.553e-10
x4^2                               2.1331e-08
x4*x5                              6.5111e-11
x4*x6                              1.8888e-06
x4*x7                              9.3309e-07
x4*x8                              6.6509e-07
x4*x9                              1.7957e-08
x4*x10                             5.5936e-06
x5^2                               1.092e-10
x5*x6                              6.272e-08
x5*x7                              2.7364e-09
x5*x8                              4.6718e-10
x5*x9                              2.757e-10
x5*x10                             3.4119e-09
x6^2                               8.6801e-07
x6*x7                              1.1625e-07
x6*x8                              9.4724e-06
x6*x9                              3.4507e-09
x6*x10                             1.6792e-06
x7^2                               6.1476e-08
x7*x8                              1.5722e-08
x7*x9                              1.0077e-08
x7*x10                             2.6345e-07
x8^2                               1.9972e-06
x8*x9                              6.008e-09
x8*x10                             3.0531e-07
x9^2                               6.2542e-11
x9*x10                             4.992e-10
x10^2                              2.3339e-08


Total Sobols
   Total Sobol delta_CD0 = 0.93721
   Total Sobol delta_ks = 5.9544e-07
   Total Sobol delta_e = 0.00076834
   Total Sobol delta_eta = 1.6049e-07
   Total Sobol delta_kv = 0.02385
   Total Sobol delta_alpha = 1.6834e-07
   Total Sobol delta_kw = 0.0059402
   Total Sobol delta_fsys = 0.001259
   Total Sobol delta_p = 0.0022681
   Total Sobol delta_beta = 5.9959e-08
   Total Sobol delta_Cf = 0.029179
Rescaled Total Sobols
   Total Sobol delta_CD0 = 0.93677
   Total Sobol delta_ks = 5.9515e-07
   Total Sobol delta_e = 0.00076798
   Total Sobol delta_eta = 1.6042e-07
   Total Sobol delta_kv = 0.023838
   Total Sobol delta_alpha = 1.6826e-07
   Total Sobol delta_kw = 0.0059373
   Total Sobol delta_fsys = 0.0012584
   Total Sobol delta_p = 0.002267
   Total Sobol delta_beta = 5.993e-08
   Total Sobol delta_Cf = 0.029165
