intercept                          	0.044762       
x0                                 	0.0023293
x1                                 	3.6004e-06
x2                                 	-0.00010585
x3                                 	9.7929e-08
x4                                 	4.5541e-05
x5                                 	-9.9924e-08
x6                                 	0.00014837
x7                                 	0.00010735
x8                                 	-3.1489e-05
x9                                 	-2.4043e-07
x10                                	0.00041554
x0^2                               	-2.1011e-05
x0*x1                              	1.3841e-07
x0*x2                              	-5.0951e-06
x0*x3                              	4.9263e-07
x0*x4                              	3.0651e-06
x0*x5                              	1.2283e-07
x0*x6                              	1.1854e-05
x0*x7                              	1.1876e-05
x0*x8                              	-2.9368e-06
x0*x9                              	-2.5793e-07
x0*x10                             	3.5147e-05
x1^2                               	-4.635e-08
x1*x2                              	-3.01e-07
x1*x3                              	-1.5762e-07
x1*x4                              	-2.2744e-07
x1*x5                              	3.4459e-07
x1*x6                              	-1.601e-07
x1*x7                              	2.5245e-08
x1*x8                              	-1.0996e-07
x1*x9                              	-1.7658e-07
x1*x10                             	5.4342e-08
x2^2                               	5.4671e-06
x2*x3                              	-5.4287e-08
x2*x4                              	-3.1957e-07
x2*x5                              	4.2514e-08
x2*x6                              	-4.0667e-06
x2*x7                              	-3.1499e-06
x2*x8                              	5.7143e-07
x2*x9                              	-1.921e-08
x2*x10                             	-1.7615e-06
x3^2                               	-7.2862e-08
x3*x4                              	7.5323e-08
x3*x5                              	5.9164e-07
x3*x6                              	4.6805e-07
x3*x7                              	1.1041e-08
x3*x8                              	1.0811e-07
x3*x9                              	-1.1681e-07
x3*x10                             	2.0228e-07
x4^2                               	4.4451e-08
x4*x5                              	-1.457e-07
x4*x6                              	3.2429e-07
x4*x7                              	3.6758e-07
x4*x8                              	1.1715e-07
x4*x9                              	5.5815e-08
x4*x10                             	1.1939e-06
x5^2                               	-3.9534e-08
x5*x6                              	-1.9651e-07
x5*x7                              	-8.2684e-08
x5*x8                              	-1.6243e-07
x5*x9                              	-1.2728e-07
x5*x10                             	4.2272e-08
x6^2                               	-3.9511e-07
x6*x7                              	1.351e-06
x6*x8                              	-2.4523e-06
x6*x9                              	1.4776e-07
x6*x10                             	2.0165e-06
x7^2                               	1.0211e-06
x7*x8                              	-2.5415e-07
x7*x9                              	-1.0614e-07
x7*x10                             	1.4655e-06
x8^2                               	2.489e-07
x8*x9                              	2.8961e-09
x8*x10                             	-2.3748e-07
x9^2                               	1.365e-07
x9*x10                             	-1.8954e-07
x10^2                              	1.359e-07
