9.431207670032608625e-01 9.459129244731122599e-01 1.040727138863695389e+00 8.563008143218918677e-01 1.157173700077045453e+00 9.344182001994962850e-01 1.084763037342586056e+00 9.664400349238028154e-01 9.627161656399093603e-01 8.177220329381309494e-01 7.175889924044788204e-01
1.211756036822891458e+00 8.895588001415990487e-01 9.846293915262562813e-01 9.410757427594381719e-01 1.143732816942564900e+00 9.477044618671603970e-01 9.429220246380205506e-01 8.213492900826763199e-01 1.017811068336886615e+00 1.007030312493675250e+00 8.341439919487141363e-01
9.285049574811699014e-01 1.172088919364369985e+00 1.008935084868943122e+00 1.160242336400875818e+00 1.334192064408634470e+00 9.031957733424329504e-01 9.873586791661314033e-01 1.011605260910984239e+00 1.047966053398271757e+00 9.383703193759743710e-01 1.224381378912891449e+00
1.083559336018732111e+00 1.102327015379840347e+00 9.880770581486911786e-01 9.316368835319960295e-01 7.430064236660998134e-01 1.214287402294467633e+00 8.951348629742822416e-01 9.951957856084177045e-01 1.079845110452382517e+00 1.333182843357382685e+00 8.356806567246488626e-01
1.075760289509493983e+00 1.115253400428906527e+00 9.917513405086494371e-01 7.859571255387043376e-01 1.017353353771433877e+00 9.972224743342978925e-01 8.896482946061213815e-01 9.164745682626489476e-01 1.151504539250152837e+00 1.060925118939886502e+00 1.002908710745130438e+00
9.779783949755156414e-01 1.187862816347219574e+00 1.049651015702303347e+00 1.020477744999662262e+00 1.286162108026273732e+00 1.079395634501041146e+00 1.035992468632097596e+00 1.018092391872170488e+00 1.111733547994463667e+00 8.409561159825865717e-01 1.046197815840497425e+00
8.544450198196004154e-01 1.117057695192700484e+00 8.743152716718576301e-01 1.030577000738210014e+00 1.433379599780515434e+00 1.021893048480457145e+00 9.964226289236139955e-01 1.269104599617140838e+00 9.547428817993488526e-01 1.156924643075906811e+00 1.144661293756858989e+00
1.096005689286138507e+00 8.650804857389701175e-01 1.026938211048055383e+00 8.690797051553471597e-01 1.455988267680234927e+00 8.925773525023964483e-01 9.094825929812824228e-01 9.602271995295348361e-01 9.243968790910417344e-01 1.248717670877228736e+00 9.585635057737278419e-01
1.103278656364797605e+00 8.975771474692348928e-01 1.144842302008302948e+00 9.881249663435565100e-01 9.541987042069870473e-01 1.112957342756496271e+00 1.115417062515611901e+00 8.673088699879130115e-01 1.163899569353075814e+00 9.089805386901590456e-01 7.620986213949312305e-01
1.088695080698626860e+00 9.847875432781504346e-01 9.726288598344210445e-01 1.054853839172229746e+00 1.108466300688784267e+00 1.000896412614868058e+00 8.982323142634933699e-01 1.055386779342304848e+00 1.198229689566295830e+00 1.260657885610781959e+00 8.749656428711831690e-01
1.099311140972186296e+00 1.095246919949947273e+00 9.636574116911728050e-01 8.368341408692159256e-01 9.605038950127438024e-01 7.538961706683204866e-01 9.825288451704586867e-01 9.609748429235014378e-01 1.182527764136314774e+00 1.078197270774198469e+00 1.067336678649474013e+00
8.198242476764813214e-01 9.633137017039756778e-01 1.001762977641834640e+00 1.060157262226612662e+00 6.772062361478616843e-01 1.049846304831910659e+00 1.018926633766573664e+00 8.566101582632990041e-01 1.118078215335295500e+00 9.641681104855684969e-01 1.025259356215945994e+00
9.958707206116291788e-01 7.790851465850043844e-01 1.025825515018374157e+00 8.266826131356164176e-01 1.250767887142433477e+00 1.104234757673325129e+00 9.688576706813826211e-01 9.129639185579736527e-01 8.610623076549978050e-01 8.299101709639873370e-01 9.073782633879690085e-01
1.023480814559785346e+00 1.164545605283629603e+00 9.590758913043756495e-01 9.757397251712166542e-01 9.977633429802005294e-01 1.064730458682410230e+00 1.023444479614598057e+00 7.699858432822009879e-01 7.697815582441082105e-01 1.158635983684469517e+00 1.136741885558347320e+00
1.150298779041797337e+00 6.627083020002160207e-01 1.005369412196246426e+00 9.821390811878627503e-01 8.587181662492910927e-01 1.152849981456933071e+00 8.475981010367378277e-01 1.021865881986542046e+00 1.137213694784499740e+00 1.294521939871097427e+00 1.176816622994484085e+00
1.003978212024506211e+00 9.208522163708963149e-01 9.490720896989421895e-01 1.141885423221069562e+00 1.148981639049377668e+00 7.831776318193602870e-01 1.052408888044477075e+00 9.331609233655558944e-01 1.054569526943944791e+00 1.035688326547396176e+00 8.192293306593930735e-01
9.058778759699291916e-01 8.418707986802180798e-01 9.361129711131302988e-01 1.008380621533684351e+00 8.331741792252448375e-01 9.348345707700302931e-01 1.011479664688141433e+00 9.903054347089361720e-01 8.011416164230252823e-01 9.451933635572764558e-01 6.973915484741566306e-01
1.044412594538545180e+00 8.354048037633547974e-01 9.119245808303639844e-01 9.444261264173480219e-01 1.128815208064562814e+00 1.060801361196355819e+00 1.097215223676753837e+00 1.041273788393790811e+00 1.032149167887628893e+00 8.523238866794845547e-01 1.075298021573377838e+00
8.673773861843828703e-01 1.200866100994913754e+00 9.573311059130813483e-01 9.624705365625478848e-01 1.031621263675354561e+00 1.119698476632510209e+00 1.015074378077648998e+00 1.083437672017043552e+00 7.529377975778576149e-01 1.170009338983461156e+00 9.921034215865233152e-01
1.063576507703544838e+00 1.241248886712660315e+00 9.556332888446130713e-01 1.080855961050433356e+00 1.264026734447793121e+00 1.038154005445655725e+00 1.068819961217731818e+00 9.087898808183001442e-01 8.591414836105202291e-01 1.178816541754838187e+00 9.292680335550139725e-01
8.344866667414387873e-01 9.260088011357592297e-01 9.992492265565774412e-01 1.127836668544970777e+00 1.209308480240505634e+00 9.400449294324534355e-01 1.046176973472759952e+00 1.128345901391413442e+00 8.280096128204865735e-01 8.470721748809941776e-01 1.022090690754170472e+00
1.093865795438494493e+00 6.976930562479650710e-01 9.235037636471646882e-01 8.115842384794035302e-01 1.088295014661821325e+00 9.898416074042047930e-01 1.092628166403080803e+00 1.062009994346883257e+00 1.089089123749490851e+00 9.021805825507094312e-01 1.052340171821212422e+00
1.066759979300975658e+00 9.363573010783080575e-01 9.541428528977504708e-01 8.318703489799987860e-01 6.175808928009463017e-01 9.217545195299220451e-01 1.164734672182711428e+00 9.863091423361902699e-01 1.096360255523520566e+00 1.101694144154847343e+00 1.247533030231586348e+00
9.334985577320714656e-01 7.603318198342711165e-01 1.058246402559475108e+00 1.075242571337164943e+00 9.838857253028231442e-01 9.195935780091006873e-01 8.855747139294409820e-01 8.499346616255335496e-01 1.003967922403891988e+00 9.740266912326270843e-01 1.149409753444657456e+00
9.919218368211001335e-01 9.916252033312966674e-01 8.980703892544070754e-01 1.123357740423363671e+00 1.076255643660137817e+00 1.145373299102171893e+00 9.610144333771936109e-01 9.777028593077625729e-01 9.470538034636155622e-01 9.584665872843699530e-01 1.006544058678380704e+00
1.052344392601266110e+00 1.227398100278546789e+00 1.008324679169982030e+00 1.143312412024885649e+00 1.277129177803427496e+00 1.014460062937409646e+00 9.492310851769265589e-01 8.923388450467029109e-01 8.745262805358371416e-01 1.027685037523495160e+00 8.772684086593980357e-01
9.051618506565901612e-01 9.038022285004998491e-01 9.932197757310444741e-01 1.067260656969046373e+00 8.860600993801264202e-01 1.081756572635670821e+00 9.246354597319554891e-01 8.639652169809202142e-01 1.015791319269591764e+00 9.257153653964613760e-01 1.159821456742005097e+00
1.123632327369042061e+00 1.271504398253428647e+00 1.032414753252552941e+00 1.011126648140087569e+00 1.055429610709648358e+00 9.698701284416617607e-01 1.001860470391600755e+00 1.065838744887924516e+00 1.201202007270541161e+00 1.000181730667609292e+00 6.750341347876811504e-01
7.379380757426282633e-01 8.480594002329179260e-01 1.018788523036300520e+00 1.028656346932376842e+00 8.473468381166728847e-01 8.671282810000457975e-01 9.220587713496002369e-01 9.808160642706502674e-01 7.900909567395980604e-01 6.103311035591805211e-01 9.873627704815942652e-01
1.121563483096291947e+00 7.459823755263861322e-01 9.306302526483234416e-01 9.791037306127976514e-01 1.218505065488872718e+00 9.035102105430808939e-01 9.042111156975070063e-01 9.648718280281313175e-01 9.145212057739693368e-01 1.197366769679834686e+00 8.877938991631646459e-01
1.089770807472617786e+00 9.789419448793428291e-01 9.426166752034126350e-01 8.513558675334474968e-01 9.263388497628979312e-01 9.557310253074601247e-01 8.868107406998477771e-01 9.489054896285054053e-01 9.182269933138501594e-01 9.946263723083234032e-01 8.434371424612903123e-01
1.129416313882780409e+00 7.888492082380990089e-01 9.448629587914612049e-01 9.003059444580315818e-01 7.075131270053790500e-01 1.030820370968377198e+00 9.321101105693201383e-01 9.460956191163679696e-01 1.176048155866091127e+00 1.109640404409031333e+00 1.094216298432777457e+00
9.604772526898347484e-01 8.131430519189921657e-01 9.754157748495363434e-01 9.716016162915602772e-01 1.197569546286731068e+00 1.027193652141513036e+00 9.712600667208853844e-01 9.239244335218491644e-01 9.050676005498620169e-01 1.129648828095878299e+00 1.167813343332810616e+00
1.040218395624354031e+00 9.516548248912272134e-01 1.044477290386152557e+00 1.025674667321934797e+00 1.044766792897184438e+00 9.775004769602071431e-01 9.853665452212134745e-01 9.270053809576863646e-01 1.184730817569750627e+00 8.884721016932169979e-01 9.692832213690270038e-01
9.241863505368502762e-01 1.069247245467432439e+00 9.256156991199728790e-01 9.203418712005503322e-01 1.014309427285559506e+00 1.179147660795869301e+00 9.666596685857336002e-01 1.044432789031066289e+00 1.100181173982816674e+00 1.185833945713776982e+00 1.054654966806891192e+00
1.046950492694899149e+00 1.052494979655896667e+00 9.601117706661814744e-01 1.093623333930703101e+00 1.367359480835681040e+00 8.400088968348922158e-01 1.082823353053530724e+00 1.105066894982824177e+00 1.034356140697922477e+00 1.118257033064114614e+00 9.222246124326807237e-01
1.017457498815780736e+00 5.881531235806374269e-01 1.000825392500883648e+00 1.123185125753859426e+00 1.116631956372906576e+00 1.091308119513264341e+00 1.024673039808363662e+00 9.698991142311893521e-01 1.037297702693627199e+00 1.233445869499249392e+00 1.183467193557729003e+00
9.893642810933530596e-01 1.075074965587518472e+00 1.030497438576023717e+00 1.005632530632666777e+00 9.150073826545512823e-01 1.028718569159042362e+00 9.578226476236467724e-01 1.086597742670532885e+00 9.993013309819076539e-01 9.681028227757280114e-01 1.127224029717581955e+00
1.099924795734593008e+00 9.873218806561818717e-01 9.662029839537199516e-01 1.102790540358874249e+00 9.564482819928098456e-01 1.072414332311722340e+00 1.007986775787597100e+00 1.137557111462910830e+00 1.298432334536423260e+00 9.058219064617135663e-01 8.547820683660785068e-01
1.025089670715309875e+00 1.076067315375213829e+00 1.087589570116026971e+00 9.734706934135041179e-01 9.841820242061988244e-01 1.010168329630055872e+00 9.892327533256166650e-01 9.510458359457162336e-01 7.308505946276450116e-01 9.762023182359723661e-01 1.280124340386425086e+00
1.037058464165718341e+00 8.949785300979891112e-01 1.046861658694323571e+00 1.040869644294023511e+00 1.053801787367720788e+00 9.840224921844903383e-01 9.412112145446578371e-01 1.108891934964530090e+00 8.696089151011783258e-01 8.975227671896619519e-01 1.304656848043980188e+00
9.802958991490879903e-01 1.169954815938912152e+00 1.059842682248136381e+00 1.018119514222057820e+00 1.121631588155235670e+00 9.997997274129793999e-01 1.009602209712929355e+00 9.885032715105249723e-01 1.506761101550652571e+00 9.903772880111394450e-01 1.113711500408810284e+00
1.008920930986622277e+00 9.237427991547353390e-01 1.037289787405717867e+00 1.048330829521026519e+00 9.299040275436376568e-01 1.016895332419035070e+00 9.633657460759460500e-01 8.948143543713653614e-01 8.152214593298090506e-01 1.003838619418121025e+00 1.014059637931407298e+00
9.823499049731095889e-01 1.130953875078157811e+00 1.050544125402139040e+00 8.596077323075084209e-01 8.539269468254783169e-01 9.174330190008761488e-01 9.953864458673874482e-01 1.008720221420489782e+00 1.419850578752936965e+00 1.194795549215066366e+00 1.078963436740131732e+00
1.108069366094382113e+00 9.080799731335871261e-01 1.074311548101387626e+00 1.000792650701343378e+00 9.360667686684106537e-01 9.515576828634434436e-01 1.033330156687093826e+00 1.060012485705174923e+00 7.462943128618384492e-01 9.858921584651233472e-01 8.914793213622095314e-01
9.771905132749616474e-01 1.050835312196315208e+00 9.504319946964852051e-01 9.688557245097290105e-01 9.381705325802062179e-01 8.050357631658076052e-01 1.049342445878036267e+00 1.123613398705572752e+00 7.918167271592679857e-01 1.032740013315809557e+00 1.031882524844812465e+00
1.031729996169302943e+00 1.023588164726735750e+00 9.782291258064759187e-01 9.822653690241116564e-01 9.056860153585025719e-01 1.169371652389146643e+00 9.584664258577825224e-01 1.148790437184711521e+00 9.580409685256128238e-01 8.720964131969437538e-01 1.037153232339970366e+00
