intercept                          	0.044762       
x0                                 	0.0023297
x1                                 	1.6592e-06
x2                                 	-0.00010602
x3                                 	9.4005e-08
x4                                 	4.5634e-05
x5                                 	-2.1194e-07
x6                                 	0.00014822
x7                                 	0.00010771
x8                                 	-3.1716e-05
x9                                 	7.2288e-08
x10                                	0.00041576
x0^2                               	-2.0629e-05
x0*x1                              	-4.0472e-07
x0*x2                              	-5.3668e-06
x0*x3                              	-4.3495e-07
x0*x4                              	3.4589e-06
x0*x5                              	-7.1636e-07
x0*x6                              	1.1894e-05
x0*x7                              	1.1806e-05
x0*x8                              	-2.5526e-06
x0*x9                              	-1.3569e-07
x0*x10                             	3.5262e-05
x1^2                               	-3.805e-08
x1*x2                              	-2.1191e-07
x1*x3                              	1.6959e-07
x1*x4                              	1.9077e-07
x1*x5                              	1.22e-09
x1*x6                              	-1.2828e-07
x1*x7                              	6.905e-08
x1*x8                              	-5.6275e-08
x1*x9                              	-1.2098e-07
x1*x10                             	4.3268e-07
x2^2                               	5.6863e-06
x2*x3                              	1.2263e-07
x2*x4                              	-3.464e-07
x2*x5                              	1.1277e-07
x2*x6                              	-3.9298e-06
x2*x7                              	-3.1317e-06
x2*x8                              	9.2757e-07
x2*x9                              	-7.4925e-08
x2*x10                             	-2.1724e-06
x3^2                               	-2.1723e-07
x3*x4                              	2.1537e-07
x3*x5                              	1.9623e-07
x3*x6                              	-1.5222e-07
x3*x7                              	-1.5846e-07
x3*x8                              	-2.1131e-07
x3*x9                              	2.1897e-07
x3*x10                             	-1.0404e-08
x4^2                               	9.1174e-08
x4*x5                              	-2.5695e-08
x4*x6                              	2.8981e-07
x4*x7                              	3.822e-07
x4*x8                              	-2.1593e-07
x4*x9                              	2.7247e-07
x4*x10                             	7.7587e-07
x5^2                               	-6.0643e-08
x5*x6                              	-5.1038e-07
x5*x7                              	1.1341e-07
x5*x8                              	3.929e-08
x5*x9                              	4.1838e-08
x5*x10                             	2.5425e-08
x6^2                               	-4.0153e-07
x6*x7                              	1.2195e-06
x6*x8                              	-1.9247e-06
x6*x9                              	3.0493e-08
x6*x10                             	2.4505e-06
x7^2                               	7.14e-07
x7*x8                              	-1.7752e-07
x7*x9                              	1.9365e-07
x7*x10                             	1.5556e-06
x8^2                               	4.251e-07
x8*x9                              	4.4711e-07
x8*x10                             	-9.6015e-07
x9^2                               	5.6659e-08
x9*x10                             	5.1477e-08
x10^2                              	2.8064e-07
