x0                                 0.19725
x1                                 5.1649e-05
x2                                 0.040932
x3                                 3.1326e-08
x4                                 0.0075155
x5                                 3.6466e-09
x6                                 0.079887
x7                                 0.041791
x8                                 0.0037055
x9                                 1.4683e-08
x10                                0.62844
x0^2                               1.0363e-06
x0*x1                              1.6306e-07
x0*x2                              2.2446e-06
x0*x3                              1.656e-08
x0*x4                              1.7239e-07
x0*x5                              5.7417e-08
x0*x6                              4.2607e-06
x0*x7                              6.0163e-06
x0*x8                              1.4358e-07
x0*x9                              2.2045e-07
x0*x10                             4.2386e-05
x1^2                               2.1501e-08
x1*x2                              2.2298e-07
x1*x3                              4.7583e-09
x1*x4                              1.6607e-09
x1*x5                              1.6308e-08
x1*x6                              1.407e-10
x1*x7                              6.9436e-08
x1*x8                              6.2773e-09
x1*x9                              8.1643e-10
x1*x10                             2.7565e-10
x2^2                               0.00022002
x2*x3                              5.3034e-08
x2*x4                              1.9597e-07
x2*x5                              1.7077e-07
x2*x6                              4.731e-05
x2*x7                              2.2856e-05
x2*x8                              5.4805e-06
x2*x9                              2.3764e-07
x2*x10                             7.7472e-06
x3^2                               2.682e-09
x3*x4                              1.0665e-08
x3*x5                              3.2369e-08
x3*x6                              1.6753e-08
x3*x7                              3.903e-09
x3*x8                              4.4981e-07
x3*x9                              6.8965e-08
x3*x10                             2.4027e-08
x4^2                               7.1069e-08
x4*x5                              8.0555e-09
x4*x6                              2.5713e-07
x4*x7                              1.446e-07
x4*x8                              3.8149e-08
x4*x9                              1.1149e-08
x4*x10                             1.2684e-06
x5^2                               8.4041e-08
x5*x6                              3.1053e-08
x5*x7                              6.9073e-08
x5*x8                              5.1729e-08
x5*x9                              2.3491e-07
x5*x10                             1.7853e-08
x6^2                               2.4392e-06
x6*x7                              3.0315e-06
x6*x8                              2.0513e-05
x6*x9                              6.5629e-08
x6*x10                             2.0363e-05
x7^2                               8.4014e-06
x7*x8                              6.5929e-07
x7*x9                              3.8803e-08
x7*x10                             8.2512e-06
x8^2                               3.7174e-07
x8*x9                              2.197e-07
x8*x10                             6.525e-07
x9^2                               1.0743e-09
x9*x10                             5.7425e-08
x10^2                              9.6755e-10


Total Sobols
   Total Sobol delta_CD0 = 0.1973
   Total Sobol delta_ks = 5.2156e-05
   Total Sobol delta_e = 0.041239
   Total Sobol delta_eta = 7.1485e-07
   Total Sobol delta_kv = 0.0075176
   Total Sobol delta_alpha = 7.7723e-07
   Total Sobol delta_kw = 0.079985
   Total Sobol delta_fsys = 0.041841
   Total Sobol delta_p = 0.0037341
   Total Sobol delta_beta = 1.1712e-06
   Total Sobol delta_Cf = 0.62852
Rescaled Total Sobols
   Total Sobol delta_CD0 = 0.19726
   Total Sobol delta_ks = 5.2146e-05
   Total Sobol delta_e = 0.041231
   Total Sobol delta_eta = 7.1471e-07
   Total Sobol delta_kv = 0.0075162
   Total Sobol delta_alpha = 7.7707e-07
   Total Sobol delta_kw = 0.079969
   Total Sobol delta_fsys = 0.041833
   Total Sobol delta_p = 0.0037334
   Total Sobol delta_beta = 1.171e-06
   Total Sobol delta_Cf = 0.6284
