x0                                 0.85974
x1                                 8.9212e-06
x2                                 0.0070839
x3                                 5.3022e-11
x4                                 0.0013185
x5                                 9.8231e-09
x6                                 0.013943
x7                                 0.007293
x8                                 0.00064376
x9                                 5.4759e-09
x10                                0.10962
x0^2                               3.3943e-05
x0*x1                              2.2621e-09
x0*x2                              4.0931e-06
x0*x3                              1.4165e-11
x0*x4                              2.2224e-06
x0*x5                              2.9185e-10
x0*x6                              2.0845e-05
x0*x7                              2.2234e-05
x0*x8                              1.5452e-06
x0*x9                              1.7229e-08
x0*x10                             0.00019407
x1^2                               6.2028e-10
x1*x2                              1.6285e-08
x1*x3                              5.7191e-09
x1*x4                              2.7768e-10
x1*x5                              2.9526e-09
x1*x6                              4.1815e-09
x1*x7                              2.6944e-09
x1*x8                              1.0525e-08
x1*x9                              3.12e-12
x1*x10                             2.9528e-10
x2^2                               3.8013e-05
x2*x3                              1.4746e-08
x2*x4                              3.86e-08
x2*x5                              8.397e-10
x2*x6                              8.9972e-06
x2*x7                              5.248e-06
x2*x8                              5.7644e-07
x2*x9                              1.9881e-11
x2*x10                             1.5719e-06
x3^2                               1.7254e-10
x3*x4                              1.6435e-10
x3*x5                              2.4266e-09
x3*x6                              5.2333e-09
x3*x7                              1.3003e-09
x3*x8                              5.8199e-10
x3*x9                              1.9357e-09
x3*x10                             3.1711e-09
x4^2                               1.8417e-08
x4*x5                              5.0134e-10
x4*x6                              7.5804e-08
x4*x7                              6.5855e-08
x4*x8                              1.4711e-08
x4*x9                              3.8366e-10
x4*x10                             2.1254e-07
x5^2                               4.4316e-10
x5*x6                              2.4185e-10
x5*x7                              1.7135e-08
x5*x8                              8.0642e-09
x5*x9                              4.4367e-10
x5*x10                             2.4415e-10
x6^2                               3.5954e-07
x6*x7                              5.8563e-07
x6*x8                              4.0233e-06
x6*x9                              5.118e-11
x6*x10                             3.1568e-06
x7^2                               1.1411e-06
x7*x8                              1.0515e-08
x7*x9                              2.2981e-09
x7*x10                             1.3299e-06
x8^2                               3.0865e-08
x8*x9                              7.1824e-09
x8*x10                             1.5935e-07
x9^2                               7.3977e-09
x9*x10                             8.1038e-09
x10^2                              1.5272e-10


Total Sobols
   Total Sobol delta_CD0 = 0.86002
   Total Sobol delta_ks = 8.967e-06
   Total Sobol delta_e = 0.0071425
   Total Sobol delta_eta = 3.5519e-08
   Total Sobol delta_kv = 0.0013212
   Total Sobol delta_alpha = 4.3408e-08
   Total Sobol delta_kw = 0.013981
   Total Sobol delta_fsys = 0.0073237
   Total Sobol delta_p = 0.00065015
   Total Sobol delta_beta = 5.0524e-08
   Total Sobol delta_Cf = 0.10982
Rescaled Total Sobols
   Total Sobol delta_CD0 = 0.85979
   Total Sobol delta_ks = 8.9646e-06
   Total Sobol delta_e = 0.0071406
   Total Sobol delta_eta = 3.5509e-08
   Total Sobol delta_kv = 0.0013208
   Total Sobol delta_alpha = 4.3396e-08
   Total Sobol delta_kw = 0.013977
   Total Sobol delta_fsys = 0.0073217
   Total Sobol delta_p = 0.00064997
   Total Sobol delta_beta = 5.051e-08
   Total Sobol delta_Cf = 0.10979
