intercept                          	0.044777       
x0                                 	0.0011641
x1                                 	3.7498e-06
x2                                 	-0.00010566
x3                                 	9.1416e-09
x4                                 	4.5586e-05
x5                                 	1.2443e-07
x6                                 	0.00014824
x7                                 	0.00010721
x8                                 	-3.1853e-05
x9                                 	9.2901e-08
x10                                	0.00041566
x0^2                               	-5.1719e-06
x0*x1                              	5.9711e-08
x0*x2                              	-2.5399e-06
x0*x3                              	-4.7251e-09
x0*x4                              	1.8716e-06
x0*x5                              	-2.1447e-08
x0*x6                              	5.7318e-06
x0*x7                              	5.9197e-06
x0*x8                              	-1.5606e-06
x0*x9                              	-1.6479e-07
x0*x10                             	1.7489e-05
x1^2                               	2.2109e-08
x1*x2                              	-1.6021e-07
x1*x3                              	-9.4942e-08
x1*x4                              	-2.092e-08
x1*x5                              	6.8218e-08
x1*x6                              	8.1182e-08
x1*x7                              	6.5166e-08
x1*x8                              	-1.288e-07
x1*x9                              	-2.2175e-09
x1*x10                             	2.1573e-08
x2^2                               	5.4732e-06
x2*x3                              	-1.5245e-07
x2*x4                              	-2.4665e-07
x2*x5                              	-3.6379e-08
x2*x6                              	-3.7657e-06
x2*x7                              	-2.876e-06
x2*x8                              	9.5317e-07
x2*x9                              	5.5977e-09
x2*x10                             	-1.574e-06
x3^2                               	-1.1661e-08
x3*x4                              	1.6094e-08
x3*x5                              	6.1843e-08
x3*x6                              	9.082e-08
x3*x7                              	4.5271e-08
x3*x8                              	-3.0287e-08
x3*x9                              	5.5235e-08
x3*x10                             	-7.0697e-08
x4^2                               	1.2047e-07
x4*x5                              	-2.811e-08
x4*x6                              	3.4565e-07
x4*x7                              	3.2217e-07
x4*x8                              	-1.5227e-07
x4*x9                              	-2.459e-08
x4*x10                             	5.7877e-07
x5^2                               	1.8688e-08
x5*x6                              	-1.9524e-08
x5*x7                              	1.6434e-07
x5*x8                              	1.1274e-07
x5*x9                              	2.6444e-08
x5*x10                             	1.9616e-08
x6^2                               	-5.323e-07
x6*x7                              	9.6074e-07
x6*x8                              	-2.5182e-06
x6*x9                              	-8.9814e-09
x6*x10                             	2.2306e-06
x7^2                               	9.483e-07
x7*x8                              	-1.2873e-07
x7*x9                              	6.0183e-08
x7*x10                             	1.4478e-06
x8^2                               	1.5596e-07
x8*x9                              	1.064e-07
x8*x10                             	-5.0114e-07
x9^2                               	-7.6353e-08
x9*x10                             	-1.1302e-07
x10^2                              	-1.097e-08
