intercept                          	0.044783       
x0                                 	0.00023274
x1                                 	1.8544e-06
x2                                 	-0.0001057
x3                                 	-1.3642e-08
x4                                 	4.5612e-05
x5                                 	-1.3355e-07
x6                                 	0.00014824
x7                                 	0.00010701
x8                                 	-3.1858e-05
x9                                 	7.1686e-08
x10                                	0.00041575
x0^2                               	-1.3968e-07
x0*x1                              	9.0673e-08
x0*x2                              	-5.9685e-07
x0*x3                              	-4.0265e-09
x0*x4                              	4.6287e-07
x0*x5                              	7.7911e-08
x0*x6                              	1.0716e-06
x0*x7                              	1.0642e-06
x0*x8                              	-1.7885e-07
x0*x9                              	1.0017e-07
x0*x10                             	3.5078e-06
x1^2                               	1.2757e-08
x1*x2                              	-6.7109e-08
x1*x3                              	7.1639e-08
x1*x4                              	-2.9948e-08
x1*x5                              	2.0056e-08
x1*x6                              	-6.4791e-09
x1*x7                              	1.841e-07
x1*x8                              	7.642e-08
x1*x9                              	7.5624e-09
x1*x10                             	6.1412e-08
x2^2                               	5.7887e-06
x2*x3                              	-1.5764e-07
x2*x4                              	-4.5646e-07
x2*x5                              	1.9275e-08
x2*x6                              	-4.0702e-06
x2*x7                              	-3.2949e-06
x2*x8                              	8.0643e-07
x2*x9                              	5.0268e-08
x2*x10                             	-1.7401e-06
x3^2                               	5.8859e-08
x3*x4                              	2.3056e-07
x3*x5                              	4.9279e-08
x3*x6                              	-9.1294e-08
x3*x7                              	8.3535e-08
x3*x8                              	1.0022e-07
x3*x9                              	-4.2362e-08
x3*x10                             	-7.7475e-09
x4^2                               	1.9758e-07
x4*x5                              	2.5197e-07
x4*x6                              	4.877e-07
x4*x7                              	4.1548e-07
x4*x8                              	-8.9188e-08
x4*x9                              	4.206e-08
x4*x10                             	7.8091e-07
x5^2                               	-1.5553e-10
x5*x6                              	-1.1444e-07
x5*x7                              	-9.6773e-08
x5*x8                              	-7.4968e-08
x5*x9                              	9.8999e-08
x5*x10                             	-1.2084e-07
x6^2                               	-4.2054e-07
x6*x7                              	1.1854e-06
x6*x8                              	-2.231e-06
x6*x9                              	-9.2887e-09
x6*x10                             	2.341e-06
x7^2                               	9.7353e-07
x7*x8                              	-2.7876e-07
x7*x9                              	-9.0682e-08
x7*x10                             	1.6239e-06
x8^2                               	2.1963e-07
x8*x9                              	1.6787e-08
x8*x10                             	-3.8519e-07
x9^2                               	6.7573e-08
x9*x10                             	-2.1294e-08
x10^2                              	-1.639e-08
