intercept                          	0.044781       
x0                                 	0.00069834
x1                                 	6.3022e-06
x2                                 	-0.00010588
x3                                 	5.5179e-08
x4                                 	4.5751e-05
x5                                 	-1.2958e-08
x6                                 	0.0001482
x7                                 	0.00010723
x8                                 	-3.1807e-05
x9                                 	2.929e-08
x10                                	0.00083163
x0^2                               	-1.8269e-06
x0*x1                              	-1.3284e-07
x0*x2                              	-1.7903e-06
x0*x3                              	-1.6096e-08
x0*x4                              	1.1918e-06
x0*x5                              	2.302e-08
x0*x6                              	3.7351e-06
x0*x7                              	3.8134e-06
x0*x8                              	-5.8576e-07
x0*x9                              	-1.1402e-08
x0*x10                             	2.1141e-05
x1^2                               	-3.7804e-10
x1*x2                              	-1.2387e-07
x1*x3                              	5.7062e-08
x1*x4                              	2.2221e-08
x1*x5                              	-8.3104e-08
x1*x6                              	4.5977e-08
x1*x7                              	1.2847e-07
x1*x8                              	7.6563e-08
x1*x9                              	2.6823e-08
x1*x10                             	3.0497e-07
x2^2                               	5.7028e-06
x2*x3                              	4.6146e-08
x2*x4                              	-3.5441e-07
x2*x5                              	-2.2427e-07
x2*x6                              	-3.872e-06
x2*x7                              	-2.9775e-06
x2*x8                              	7.9836e-07
x2*x9                              	7.5403e-08
x2*x10                             	-3.1074e-06
x3^2                               	1.7638e-08
x3*x4                              	5.7829e-08
x3*x5                              	-1.1098e-07
x3*x6                              	2.419e-08
x3*x7                              	-1.7852e-07
x3*x8                              	-1.5558e-08
x3*x9                              	-1.189e-08
x3*x10                             	-1.4949e-07
x4^2                               	-4.6353e-08
x4*x5                              	2.5413e-07
x4*x6                              	4.3876e-07
x4*x7                              	4.7269e-07
x4*x8                              	-1.1074e-07
x4*x9                              	-1.152e-07
x4*x10                             	1.298e-06
x5^2                               	-3.7989e-09
x5*x6                              	3.8057e-08
x5*x7                              	8.2998e-08
x5*x8                              	1.6311e-07
x5*x9                              	-3.566e-08
x5*x10                             	1.7213e-07
x6^2                               	-4.6118e-07
x6*x7                              	9.8985e-07
x6*x8                              	-2.3699e-06
x6*x9                              	1.4669e-08
x6*x10                             	4.4876e-06
x7^2                               	9.6257e-07
x7*x8                              	-2.3006e-07
x7*x9                              	2.4612e-07
x7*x10                             	3.2836e-06
x8^2                               	2.7244e-07
x8*x9                              	-2.0715e-08
x8*x10                             	-9.0395e-07
x9^2                               	3.3934e-08
x9*x10                             	5.2327e-08
x10^2                              	-2.9706e-08
